CustomerID,AccountType,AccountBalance,DateOfAccountOpening,LastTransactionDate,AccountID
2397,Current,4361.82,3/10/2012,9/1/2023,2397
2398,Savings,7200.47,5/1/2001,12/30/2023,2398
2399,Savings,2128.46,9/6/2020,9/30/2023,2399
2400,Current,4804.32,9/4/2004,10/8/2023,2400
2401,Current,7170.31,12/20/2010,7/11/2023,2401
2402,Current,7801,9/1/2012,3/29/2023,2402
2403,Savings,2554.7,11/22/2018,5/19/2023,2403
2404,Current,1897.33,4/18/2008,5/26/2023,2404
2405,Savings,2956.49,10/12/2011,6/13/2023,2405
2406,Current,9209.54,12/29/2011,9/16/2023,2406
2407,Current,1378.29,7/26/2002,12/5/2023,2407
2408,Current,9535.64,1/30/2017,11/22/2023,2408
2409,Savings,9948.64,7/24/2005,3/28/2023,2409
2410,Savings,7856.1,11/11/2007,11/23/2023,2410
2411,Current,7628.18,2/25/2016,12/30/2023,2411
2412,Savings,9537.54,12/15/2009,8/27/2023,2412
2413,Current,2976.3,9/8/2015,9/22/2023,2413
2414,Savings,1376.92,6/22/2013,7/13/2023,2414
2415,Current,8248.69,7/30/2010,5/8/2023,2415
2416,Savings,1792.21,8/5/2022,5/2/2023,2416
2417,Savings,549.56,5/15/2014,9/1/2023,2417
2418,Current,2044.97,7/10/2005,2/16/2023,2418
2419,Current,4435.28,6/8/2010,11/16/2023,2419
2420,Savings,5001.51,3/10/2000,12/31/2023,2420
2421,Current,718.77,2/1/2013,4/22/2023,2421
2422,Current,4489.6,11/23/2017,10/30/2023,2422
2423,Current,6082.65,11/15/2020,3/16/2023,2423
2424,Current,9324.88,6/7/2014,10/25/2023,2424
2425,Savings,2350.46,6/8/2003,11/1/2023,2425
2426,Current,2188.61,11/18/2006,1/30/2023,2426
2427,Savings,3955.31,5/24/2012,1/8/2023,2427
2428,Savings,9838.18,10/9/2013,12/7/2023,2428
2429,Savings,3428.63,12/18/2011,1/8/2023,2429
2430,Savings,534.29,9/11/2008,8/27/2023,2430
2431,Current,2729.59,12/20/2014,7/10/2023,2431
2432,Savings,5627.19,4/30/2020,5/8/2023,2432
2433,Current,4184.18,12/29/2014,1/11/2023,2433
2434,Current,7764.81,8/20/2000,9/13/2023,2434
2435,Savings,6111.99,4/2/2003,8/21/2023,2435
2436,Current,5638.63,11/6/2014,7/5/2023,2436
2437,Savings,3297.64,8/20/2013,5/1/2023,2437
2438,Current,5563.28,3/1/2019,6/16/2023,2438
2439,Current,6194.35,5/30/2013,5/24/2023,2439
2440,Current,1874.13,2/26/2013,11/23/2023,2440
2441,Savings,7385.09,4/28/2002,12/18/2023,2441
2442,Savings,3990.04,7/8/2004,4/11/2023,2442
2443,Savings,7448.53,3/11/2022,1/22/2023,2443
2444,Current,1859.33,4/12/2022,7/18/2023,2444
2445,Savings,6599.56,3/22/2016,9/26/2023,2445
2446,Current,366.14,11/22/2001,3/23/2023,2446
2447,Current,1673.76,1/8/2000,6/19/2023,2447
2448,Current,8922.1,9/13/2005,1/13/2023,2448
2449,Current,4668.57,5/29/2013,7/16/2023,2449
2450,Savings,5127.84,8/30/2004,4/5/2023,2450
2451,Savings,9085.02,4/24/2014,9/24/2023,2451
2452,Current,4900.84,10/23/2022,11/15/2023,2452
2453,Current,6580.43,5/25/2009,12/24/2023,2453
2454,Current,2297.36,10/20/2001,2/20/2023,2454
2455,Savings,907.57,10/5/2012,7/7/2023,2455
2456,Current,3598.18,5/30/2009,10/30/2023,2456
2457,Savings,8006.93,7/11/2007,1/4/2023,2457
2458,Savings,4523.69,7/28/2020,9/20/2023,2458
2459,Savings,1764.69,11/14/2017,12/9/2023,2459
2460,Current,5496.47,5/1/2002,1/31/2023,2460
2461,Savings,2712.02,6/1/2007,4/28/2023,2461
2462,Savings,9472.01,8/4/2010,7/28/2023,2462
2463,Savings,5816.39,7/23/2020,7/21/2023,2463
2464,Savings,9831.33,11/21/2004,3/27/2023,2464
2465,Savings,526.42,12/13/2007,1/30/2023,2465
2466,Current,214.44,4/6/2010,6/6/2023,2466
2467,Current,4823.25,3/13/2018,7/28/2023,2467
2468,Savings,8633.79,5/15/2018,2/12/2023,2468
2469,Current,5291.63,8/31/2003,3/26/2023,2469
2470,Savings,8774.25,7/28/2018,6/25/2023,2470
2471,Current,1392.6,7/12/2014,8/19/2023,2471
2472,Current,7023.34,5/24/2010,12/26/2023,2472
2473,Savings,6632.79,11/10/2007,5/30/2023,2473
2474,Savings,5495.14,11/22/2001,11/15/2023,2474
2475,Current,4110.54,8/14/2010,9/17/2023,2475
2476,Current,6505.98,9/21/2010,12/12/2023,2476
2477,Current,5545.91,10/20/2001,1/3/2023,2477
2478,Savings,2798.99,12/6/2022,12/3/2023,2478
2479,Savings,1135.69,11/2/2014,8/23/2023,2479
2480,Current,3927.82,3/30/2016,12/5/2023,2480
2481,Savings,5173.12,8/30/2004,3/23/2023,2481
2482,Current,5134.3,2/18/2012,9/9/2023,2482
2483,Savings,4313.27,3/23/2015,11/3/2023,2483
2484,Savings,3340.82,2/6/2001,6/3/2023,2484
2485,Savings,3569.89,5/9/2022,10/18/2023,2485
2486,Current,2731.87,11/5/2021,12/2/2023,2486
2487,Current,5841.09,8/28/2001,9/28/2023,2487
2488,Current,8513.89,11/5/2021,6/23/2023,2488
2489,Savings,8808.93,12/24/2010,1/24/2023,2489
2490,Savings,9937.88,9/14/2001,1/2/2023,2490
2491,Current,979.3,1/7/2005,7/6/2023,2491
2492,Current,2221.16,1/2/2016,6/13/2023,2492
2493,Savings,7329.05,8/18/2015,2/14/2023,2493
2494,Savings,6487.88,5/7/2018,12/17/2023,2494
2495,Savings,1425.27,11/21/2018,4/4/2023,2495
2496,Savings,6347.08,8/29/2006,7/23/2023,2496
2497,Savings,4123.97,10/17/2013,5/3/2023,2497
2498,Savings,9572.91,10/24/2017,2/6/2023,2498
2499,Current,8566.9,4/3/2015,4/28/2023,2499
2500,Savings,825.1,5/23/2006,12/7/2023,2500
2501,Current,990.9,5/17/2009,5/20/2023,2501
2502,Savings,4228.86,7/4/2016,5/2/2023,2502
2503,Savings,182.87,6/5/2002,8/20/2023,2503
2504,Current,1034.43,12/3/2022,8/17/2023,2504
2505,Savings,9332.7,9/2/2008,8/16/2023,2505
2506,Current,7945.08,2/21/2004,11/24/2023,2506
2507,Current,6759.82,9/8/2021,8/7/2023,2507
2508,Current,8319.35,1/11/2012,6/4/2023,2508
2509,Savings,2575.54,9/21/2018,12/22/2023,2509
2510,Current,7283.11,4/4/2003,1/7/2023,2510
2511,Current,6194.11,11/20/2010,1/3/2023,2511
2512,Savings,8501.61,9/13/2013,1/4/2023,2512
2513,Current,2898.61,12/14/2014,8/4/2023,2513
2514,Current,7660.79,3/2/2011,9/21/2023,2514
2515,Savings,8541.25,9/7/2014,2/14/2023,2515
2516,Current,5535.17,9/22/2016,7/24/2023,2516
2517,Savings,4196.47,5/19/2003,7/20/2023,2517
2518,Current,9491.66,1/10/2000,9/7/2023,2518
2519,Savings,1772.8,10/27/2013,7/31/2023,2519
2520,Current,459.1,10/11/2009,5/13/2023,2520
2521,Current,1873.49,12/13/2019,6/23/2023,2521
2522,Savings,6866.19,2/19/2010,3/10/2023,2522
2523,Current,7910.56,9/13/2016,10/18/2023,2523
2524,Current,7196.59,4/5/2021,5/23/2023,2524
2525,Current,4256.68,2/16/2002,1/17/2023,2525
2526,Savings,9678.98,1/30/2015,11/28/2023,2526
2527,Savings,4498.59,4/2/2012,9/5/2023,2527
2528,Savings,9814.92,7/7/2006,8/16/2023,2528
2529,Current,9189.35,12/19/2009,6/20/2023,2529
2530,Savings,4130.73,11/17/2022,12/1/2023,2530
2531,Current,1693.99,12/7/2007,7/25/2023,2531
2532,Savings,989.39,12/11/2008,4/1/2023,2532
2533,Savings,5361.6,9/19/2016,4/24/2023,2533
2534,Savings,7655.76,11/13/2011,1/22/2023,2534
2535,Savings,1842.87,3/13/2011,5/17/2023,2535
2536,Current,3250.29,10/18/2005,10/30/2023,2536
2537,Savings,6342.26,4/7/2011,8/1/2023,2537
2538,Current,4662.6,4/4/2006,1/3/2023,2538
2539,Savings,6078.29,9/15/2013,10/14/2023,2539
2540,Current,6796.04,6/6/2009,1/13/2023,2540
2541,Current,3868.88,10/5/2020,1/2/2023,2541
2542,Savings,7881.07,10/18/2005,9/20/2023,2542
2543,Current,7058.36,7/16/2000,10/12/2023,2543
2544,Current,6906.78,2/15/2009,5/12/2023,2544
2545,Savings,1579.89,7/12/2000,12/10/2023,2545
2546,Savings,4794.93,12/1/2020,8/22/2023,2546
2547,Savings,5814.01,5/11/2000,8/31/2023,2547
2548,Current,2341.22,11/5/2017,6/22/2023,2548
2549,Savings,7609.81,2/5/2002,9/21/2023,2549
2550,Savings,1298.7,8/15/2006,2/11/2023,2550
2551,Current,1583.59,3/22/2015,5/25/2023,2551
2552,Savings,4191.86,5/24/2016,12/6/2023,2552
2553,Savings,1439.91,1/5/2020,11/21/2023,2553
2554,Current,215.28,4/30/2021,12/21/2023,2554
2555,Savings,4172.88,3/20/2015,10/24/2023,2555
2556,Current,6520.67,4/17/2015,2/23/2023,2556
2557,Savings,5001.87,6/7/2019,6/9/2023,2557
2558,Current,616.58,1/8/2022,8/11/2023,2558
2559,Current,2401.41,6/23/2019,8/11/2023,2559
2560,Savings,5291.05,10/4/2012,2/12/2023,2560
2561,Savings,7407.12,11/21/2015,3/10/2023,2561
2562,Current,7959.78,8/29/2020,4/10/2023,2562
2563,Current,5241.75,6/12/2012,7/23/2023,2563
2564,Current,6496.66,5/1/2001,7/27/2023,2564
2565,Savings,9043.83,5/14/2022,9/29/2023,2565
2566,Current,745.47,3/11/2006,6/10/2023,2566
2567,Current,1081.81,11/22/2016,6/3/2023,2567
2568,Savings,4632.81,1/24/2019,10/6/2023,2568
2569,Savings,6136.37,5/27/2011,3/30/2023,2569
2570,Current,145.88,2/19/2006,7/1/2023,2570
2571,Current,4580.23,7/10/2001,12/6/2023,2571
2572,Current,1810.33,7/13/2004,2/16/2023,2572
2573,Savings,6486.54,8/24/2002,9/1/2023,2573
2574,Savings,2750.58,12/19/2015,9/6/2023,2574
2575,Current,9029.19,11/6/2001,8/29/2023,2575
2576,Savings,732.09,12/27/2008,4/28/2023,2576
2577,Savings,8111.14,7/10/2016,6/13/2023,2577
2578,Savings,3984.04,6/29/2000,10/18/2023,2578
2579,Savings,8585.89,12/26/2000,6/20/2023,2579
2580,Savings,8169.71,10/7/2006,1/5/2023,2580
2581,Savings,2469,4/22/2017,9/17/2023,2581
2582,Current,600.62,6/16/2019,2/27/2023,2582
2583,Current,6985.66,8/29/2011,7/19/2023,2583
2584,Savings,2123.51,1/29/2005,12/29/2023,2584
2585,Current,9312.02,5/7/2001,5/18/2023,2585
2586,Current,765.58,1/3/2005,11/14/2023,2586
2587,Current,3307.4,3/23/2019,8/25/2023,2587
2588,Savings,225.23,4/15/2001,5/28/2023,2588
2589,Savings,3238.49,10/12/2003,10/15/2023,2589
2590,Current,5458.46,4/17/2013,10/31/2023,2590
2591,Current,6583.14,3/17/2007,8/7/2023,2591
2592,Current,7291.69,2/12/2009,6/26/2023,2592
2593,Current,8351.16,10/31/2018,10/9/2023,2593
2594,Current,1196.76,1/6/2009,6/12/2023,2594
2595,Current,7642.54,11/5/2002,10/11/2023,2595
2596,Savings,2855.85,8/4/2010,11/17/2023,2596
2597,Current,1468.64,7/28/2007,7/5/2023,2597
2598,Savings,2729.99,9/3/2001,1/6/2023,2598
2599,Current,8594.13,6/12/2019,2/19/2023,2599
2600,Current,6311.18,5/7/2018,11/1/2023,2600
2601,Current,6014.08,2/23/2011,2/15/2023,2601
2602,Savings,5887.91,9/15/2022,8/5/2023,2602
2603,Savings,4145.41,7/11/2008,7/28/2023,2603
2604,Current,4228.35,5/9/2004,12/12/2023,2604
2605,Savings,1568.41,10/7/2020,4/6/2023,2605
2606,Savings,3392.87,6/26/2006,1/25/2023,2606
2607,Savings,5169.12,5/5/2012,12/18/2023,2607
2608,Current,6099.58,1/24/2005,5/5/2023,2608
2609,Current,809.22,11/15/2018,12/27/2023,2609
2610,Current,3404.72,3/20/2001,3/4/2023,2610
2611,Savings,3460.27,1/28/2005,12/5/2023,2611
2612,Savings,5199.19,8/16/2004,11/18/2023,2612
2613,Current,7129.34,12/17/2001,6/12/2023,2613
2614,Current,6388.8,10/1/2014,12/2/2023,2614
2615,Savings,5751.76,1/31/2021,10/16/2023,2615
2616,Current,2985.04,1/25/2012,8/31/2023,2616
2617,Current,8406.66,3/25/2011,11/2/2023,2617
2618,Current,7874.4,2/8/2007,6/1/2023,2618
2619,Current,1917.77,12/6/2015,4/5/2023,2619
2620,Savings,6585.8,3/3/2007,12/3/2023,2620
2621,Current,9075.88,9/21/2009,4/7/2023,2621
2622,Current,4412.45,11/13/2021,10/20/2023,2622
2623,Savings,9255.22,4/29/2000,12/22/2023,2623
2624,Savings,317.44,11/7/2013,3/4/2023,2624
2625,Current,5210.78,5/24/2002,9/5/2023,2625
2626,Current,2637.07,3/13/2008,11/15/2023,2626
2627,Savings,2695.36,5/20/2016,10/2/2023,2627
2628,Current,8787.72,12/30/2009,2/8/2023,2628
2629,Savings,3183.84,11/3/2015,4/14/2023,2629
2630,Current,330.98,8/13/2003,3/24/2023,2630
2631,Current,5442.92,1/3/2011,7/19/2023,2631
2632,Current,9711.54,4/29/2007,4/15/2023,2632
2633,Current,883.05,4/15/2007,6/28/2023,2633
2634,Current,2934.37,3/19/2015,3/1/2023,2634
2635,Current,4748.08,11/30/2020,9/13/2023,2635
2636,Savings,8321.75,10/1/2000,12/4/2023,2636
2637,Savings,2762.06,8/2/2008,7/25/2023,2637
2638,Current,3502.48,3/9/2000,7/29/2023,2638
2639,Savings,3906.5,8/6/2007,8/17/2023,2639
2640,Savings,3858.38,1/22/2012,12/14/2023,2640
2641,Savings,2083.42,1/3/2006,5/2/2023,2641
2642,Current,9165.09,9/11/2011,5/4/2023,2642
2643,Savings,7949.81,4/30/2009,12/19/2023,2643
2644,Savings,9758.86,10/9/2018,5/15/2023,2644
2645,Savings,3772.84,10/7/2015,7/7/2023,2645
2646,Current,548.42,3/30/2003,5/13/2023,2646
2647,Current,1243.46,8/17/2000,4/1/2023,2647
2648,Savings,3639.09,6/8/2019,4/12/2023,2648
2649,Current,9119.53,9/8/2015,6/10/2023,2649
2650,Current,9812.74,11/28/2010,12/23/2023,2650
2651,Current,8237.77,5/16/2010,5/5/2023,2651
2652,Current,2460.41,4/1/2016,10/20/2023,2652
2653,Savings,6631.02,5/8/2005,5/23/2023,2653
2654,Current,6006.41,11/22/2002,9/30/2023,2654
2655,Savings,8250.2,3/25/2007,2/6/2023,2655
2656,Savings,5146.52,12/24/2007,9/16/2023,2656
2657,Current,3249.49,9/1/2009,6/3/2023,2657
2658,Current,290.85,5/28/2001,4/14/2023,2658
2659,Current,7970.76,2/14/2012,5/1/2023,2659
2660,Savings,5349.46,6/16/2001,10/28/2023,2660
2661,Current,5388.46,10/1/2010,5/14/2023,2661
2662,Current,9574.92,12/21/2007,4/9/2023,2662
2663,Current,4913.65,12/12/2008,8/4/2023,2663
2664,Savings,3226.43,7/1/2003,8/31/2023,2664
2665,Current,3464.4,5/16/2002,8/19/2023,2665
2666,Savings,216.29,9/16/2021,8/14/2023,2666
2667,Current,1311.28,8/24/2015,1/13/2023,2667
2668,Current,533.71,11/25/2017,11/9/2023,2668
2669,Current,2508.28,11/18/2015,8/23/2023,2669
2670,Current,740.06,1/30/2014,11/25/2023,2670
2671,Savings,3378.05,11/26/2005,3/24/2023,2671
2672,Savings,1348.68,1/1/2019,8/31/2023,2672
2673,Savings,9187.4,8/11/2005,8/12/2023,2673
2674,Savings,9390,9/14/2007,12/7/2023,2674
2675,Current,6074.22,2/8/2003,8/12/2023,2675
2676,Savings,8074.33,3/24/2021,7/4/2023,2676
2677,Current,6804.39,1/10/2017,6/23/2023,2677
2678,Savings,8129.98,5/30/2005,9/25/2023,2678
2679,Savings,6434.09,4/1/2008,4/7/2023,2679
2680,Current,4358.92,8/23/2013,11/17/2023,2680
2681,Current,8750.17,10/12/2017,11/1/2023,2681
2682,Current,4436.86,3/17/2016,5/7/2023,2682
2683,Savings,4022.5,6/27/2006,8/3/2023,2683
2684,Savings,6281.39,7/25/2000,1/28/2023,2684
2685,Current,9385.52,5/23/2011,2/19/2023,2685
2686,Savings,4477.81,12/16/2017,9/25/2023,2686
2687,Current,5791.95,10/19/2002,3/24/2023,2687
2688,Current,4974.09,4/5/2021,9/1/2023,2688
2689,Current,9106.36,11/29/2006,8/13/2023,2689
2690,Savings,6799.78,5/24/2012,1/18/2023,2690
2691,Current,4253.93,1/6/2012,8/14/2023,2691
2692,Current,6108.34,6/20/2017,12/29/2023,2692
2693,Current,1644.99,8/2/2018,4/21/2023,2693
2694,Savings,3485.24,1/15/2005,11/20/2023,2694
2695,Savings,7388.19,1/2/2016,3/17/2023,2695
2696,Current,5667.7,1/1/2022,1/23/2023,2696
2697,Savings,3211.3,12/22/2017,6/5/2023,2697
2698,Savings,3686.75,5/22/2012,7/22/2023,2698
2699,Savings,8116.85,3/7/2012,8/8/2023,2699
2700,Savings,5454.74,1/6/2012,2/9/2023,2700
2701,Savings,2463.68,10/13/2007,4/8/2023,2701
2702,Savings,3038.45,2/23/2015,10/31/2023,2702
2703,Savings,4732.05,4/3/2012,6/11/2023,2703
2704,Current,7652.09,7/25/2014,8/1/2023,2704
2705,Savings,9974.66,8/12/2000,4/2/2023,2705
2706,Current,1939.03,1/18/2013,7/9/2023,2706
2707,Current,7573.8,10/27/2014,6/11/2023,2707
2708,Savings,6210.47,4/9/2007,2/26/2023,2708
2709,Current,5358.81,10/15/2014,8/21/2023,2709
2710,Current,9667.92,2/25/2008,1/29/2023,2710
2711,Current,3295.26,3/11/2002,12/12/2023,2711
2712,Current,1852.08,11/17/2006,7/24/2023,2712
2713,Savings,8788.21,9/19/2002,5/4/2023,2713
2714,Savings,780.02,2/16/2017,12/20/2023,2714
2715,Current,8189.48,6/28/2020,1/8/2023,2715
2716,Current,5933.44,7/18/2005,12/15/2023,2716
2717,Current,1723.64,11/9/2004,4/17/2023,2717
2718,Savings,2350.89,1/29/2013,12/26/2023,2718
2719,Current,1642.82,11/30/2008,4/2/2023,2719
2720,Savings,7211.55,12/22/2005,6/7/2023,2720
2721,Savings,1558.38,5/15/2011,12/9/2023,2721
2722,Current,6845.57,9/11/2013,12/15/2023,2722
2723,Current,1368.69,7/23/2016,3/25/2023,2723
2724,Savings,8042.44,11/24/2001,12/3/2023,2724
2725,Current,9202.96,9/27/2021,2/8/2023,2725
2726,Current,5637.19,8/30/2019,2/2/2023,2726
2727,Current,9665.22,1/25/2008,11/30/2023,2727
2728,Savings,3964.76,10/20/2002,10/14/2023,2728
2729,Current,2521.56,7/2/2022,7/27/2023,2729
2730,Savings,1855.24,2/10/2002,10/4/2023,2730
2731,Current,4841.74,1/25/2015,6/27/2023,2731
2732,Savings,1394.39,4/5/2022,7/7/2023,2732
2733,Savings,8770.33,9/11/2017,8/3/2023,2733
2734,Current,7869.18,10/24/2011,12/12/2023,2734
2735,Savings,5664.97,5/31/2010,7/20/2023,2735
2736,Current,7242.48,2/20/2005,11/10/2023,2736
2737,Current,594.9,4/8/2003,6/21/2023,2737
2738,Current,2114.83,6/3/2004,7/26/2023,2738
2739,Current,6250,10/2/2006,10/15/2023,2739
2740,Current,4826.95,9/22/2008,2/28/2023,2740
2741,Current,6085.77,6/24/2018,12/25/2023,2741
2742,Savings,980.79,6/21/2005,8/24/2023,2742
2743,Savings,6558.98,10/20/2014,3/22/2023,2743
2744,Current,8055.8,4/14/2021,6/26/2023,2744
2745,Savings,5508.12,11/13/2006,11/13/2023,2745
2746,Current,3638.33,9/29/2002,2/9/2023,2746
2747,Current,1829.01,5/28/2000,3/23/2023,2747
2748,Savings,2727.01,3/16/2005,6/11/2023,2748
2749,Savings,5273.08,1/11/2016,4/23/2023,2749
2750,Current,2629.63,10/6/2004,3/30/2023,2750
2751,Current,7801.66,8/28/2011,1/12/2023,2751
2752,Current,1404.24,8/20/2016,12/29/2023,2752
2753,Current,5212.6,4/11/2008,9/22/2023,2753
2754,Savings,5010.07,4/9/2015,8/20/2023,2754
2755,Savings,1475.03,12/7/2015,3/30/2023,2755
2756,Current,9950.38,10/27/2020,8/4/2023,2756
2757,Savings,8249.04,1/21/2022,2/18/2023,2757
2758,Savings,3926.67,12/1/2001,9/27/2023,2758
2759,Savings,6880.57,11/17/2018,10/31/2023,2759
2760,Savings,7194.15,7/22/2021,11/9/2023,2760
2761,Current,6546.37,7/25/2014,12/15/2023,2761
2762,Current,4381.59,8/19/2014,3/1/2023,2762
2763,Current,8862.6,8/3/2001,12/3/2023,2763
2764,Savings,7738.36,2/24/2016,9/3/2023,2764
2765,Savings,5466,6/23/2003,10/26/2023,2765
2766,Current,125.37,6/14/2015,8/2/2023,2766
2767,Current,2311.4,7/9/2018,3/23/2023,2767
2768,Current,5137.37,11/14/2019,12/13/2023,2768
2769,Current,8999.4,12/2/2013,3/5/2023,2769
2770,Savings,6323.35,1/25/2004,9/15/2023,2770
2771,Current,4236.84,3/16/2009,9/14/2023,2771
2772,Current,574.33,7/19/2003,4/28/2023,2772
2773,Current,6013.07,12/31/2005,11/16/2023,2773
2774,Savings,3572.45,11/1/2019,11/24/2023,2774
2775,Savings,5420.03,1/24/2017,12/7/2023,2775
2776,Current,7687.77,2/2/2022,1/24/2023,2776
2777,Savings,8057.03,5/3/2008,8/24/2023,2777
2778,Savings,8656.35,12/9/2008,11/11/2023,2778
2779,Current,6396.86,8/12/2015,4/12/2023,2779
2780,Current,9065.62,3/14/2016,11/8/2023,2780
2781,Savings,6937.22,2/11/2017,1/5/2023,2781
2782,Current,7860.75,6/25/2018,4/19/2023,2782
2783,Savings,6886.27,5/25/2001,7/2/2023,2783
2784,Savings,8731.45,6/26/2006,4/29/2023,2784
2785,Savings,2306.61,2/8/2004,10/19/2023,2785
2786,Savings,7622.88,8/8/2017,11/24/2023,2786
2787,Current,1259.85,1/19/2019,12/16/2023,2787
2788,Current,1010.74,8/1/2020,7/2/2023,2788
2789,Current,4967.06,5/5/2002,5/18/2023,2789
2790,Current,3072.35,5/4/2005,3/26/2023,2790
2791,Savings,5677.25,1/10/2011,6/23/2023,2791
2792,Savings,6809.57,1/29/2009,2/21/2023,2792
2793,Savings,2342.97,12/27/2000,8/14/2023,2793
2794,Savings,7029.27,12/8/2014,8/14/2023,2794
2795,Current,9955.05,10/12/2012,5/12/2023,2795
2796,Savings,7623.55,2/15/2009,7/3/2023,2796
2797,Savings,1820.49,1/14/2012,9/24/2023,2797
2798,Current,6373.58,11/16/2013,4/15/2023,2798
2799,Current,193.9,2/9/2007,6/27/2023,2799
2800,Savings,4750.21,12/8/2013,7/8/2023,2800
2801,Savings,5379.73,4/6/2020,5/31/2023,2801
2802,Current,9726.54,11/22/2012,4/23/2023,2802
2803,Current,7398.33,2/18/2011,10/13/2023,2803
2804,Current,7089.01,12/6/2010,5/3/2023,2804
2805,Savings,5370.81,2/12/2019,3/29/2023,2805
2806,Savings,5180.44,1/11/2022,1/25/2023,2806
2807,Savings,9921.62,10/17/2007,1/30/2023,2807
2808,Current,310.55,8/22/2004,6/16/2023,2808
2809,Current,3101.74,3/14/2020,3/15/2023,2809
2810,Current,1424.46,5/13/2001,3/14/2023,2810
2811,Savings,3218.22,8/7/2004,4/22/2023,2811
2812,Savings,4689.84,2/17/2020,7/30/2023,2812
2813,Current,3485.13,9/5/2000,6/29/2023,2813
2814,Current,9630.78,10/20/2001,1/5/2023,2814
2815,Current,6837.82,1/22/2013,11/28/2023,2815
2816,Savings,7307.64,11/19/2001,7/21/2023,2816
2817,Savings,7448.69,5/4/2022,9/13/2023,2817
2818,Current,9002.35,8/26/2004,5/22/2023,2818
2819,Current,7703.39,8/11/2000,1/20/2023,2819
2820,Savings,260.43,10/25/2004,4/10/2023,2820
2821,Current,2687.82,6/12/2010,10/8/2023,2821
2822,Current,9892.13,2/23/2000,6/18/2023,2822
2823,Current,6556.03,7/25/2015,11/21/2023,2823
2824,Savings,774.37,11/30/2001,8/21/2023,2824
2825,Savings,4719.72,2/20/2018,4/1/2023,2825
2826,Savings,9810.26,8/8/2001,9/15/2023,2826
2827,Savings,9929.1,3/25/2009,1/28/2023,2827
2828,Savings,4381.22,1/2/2012,2/13/2023,2828
2829,Savings,8941.22,12/22/2003,5/21/2023,2829
2830,Savings,5960.72,11/6/2000,3/26/2023,2830
2831,Current,5143.35,11/10/2006,10/26/2023,2831
2832,Current,4178.23,1/27/2003,11/7/2023,2832
2833,Savings,8932.09,12/7/2000,11/16/2023,2833
2834,Current,6249.15,11/6/2014,9/25/2023,2834
2835,Savings,3404.6,11/16/2018,10/24/2023,2835
2836,Savings,4970.13,2/25/2019,2/13/2023,2836
2837,Savings,4496.38,9/6/2004,1/11/2023,2837
2838,Current,4566.43,5/1/2004,10/2/2023,2838
2839,Savings,3184.94,11/21/2016,11/12/2023,2839
2840,Current,6366.28,7/29/2018,7/19/2023,2840
2841,Savings,617.15,3/14/2003,7/18/2023,2841
2842,Current,8873.02,10/28/2022,5/1/2023,2842
2843,Savings,4212.43,4/11/2017,1/14/2023,2843
2844,Current,8028.54,12/2/2002,3/5/2023,2844
2845,Savings,7321.97,8/29/2002,8/8/2023,2845
2846,Current,4771.33,8/31/2019,6/1/2023,2846
2847,Current,2067.23,5/16/2011,9/3/2023,2847
2848,Current,5665.9,10/16/2022,4/5/2023,2848
2849,Savings,9485.92,6/20/2003,9/25/2023,2849
2850,Current,1939.15,7/28/2000,7/12/2023,2850
2851,Savings,2634.52,11/16/2011,2/27/2023,2851
2852,Savings,9930.75,11/13/2017,4/4/2023,2852
2853,Current,8936.45,5/29/2017,10/25/2023,2853
2854,Current,5540.54,11/14/2019,1/1/2023,2854
2855,Current,6977.94,8/21/2009,12/28/2023,2855
2856,Current,4486.32,1/19/2020,11/24/2023,2856
2857,Savings,4100.52,6/11/2009,7/25/2023,2857
2858,Current,4487.56,11/1/2005,7/12/2023,2858
2859,Current,4202.72,10/10/2016,8/12/2023,2859
2860,Savings,6787.99,8/22/2004,2/7/2023,2860
2861,Current,3371.52,2/18/2004,11/28/2023,2861
2862,Savings,1790.69,1/16/2017,11/4/2023,2862
2863,Current,7095.02,1/5/2019,4/21/2023,2863
2864,Current,409.85,4/4/2017,9/9/2023,2864
2865,Current,7215.66,5/11/2018,12/2/2023,2865
2866,Current,2706.11,9/14/2011,3/25/2023,2866
2867,Savings,1983.5,5/13/2003,12/30/2023,2867
2868,Current,3851.67,7/13/2011,6/9/2023,2868
2869,Savings,1263.25,5/11/2009,6/4/2023,2869
2870,Savings,3906.45,9/14/2006,4/8/2023,2870
2871,Current,1112.99,1/12/2012,7/8/2023,2871
2872,Current,4886.54,1/16/2013,3/27/2023,2872
2873,Current,1844.08,8/19/2010,3/3/2023,2873
2874,Current,1386.97,12/17/2016,9/16/2023,2874
2875,Current,5833.19,10/4/2002,3/22/2023,2875
2876,Savings,6289.93,4/25/2014,12/13/2023,2876
2877,Savings,154.62,3/3/2022,12/25/2023,2877
2878,Current,3938.01,2/22/2011,4/5/2023,2878
2879,Current,871.77,8/29/2010,10/14/2023,2879
2880,Savings,7412.58,12/5/2018,8/9/2023,2880
2881,Savings,6847.08,10/25/2003,7/11/2023,2881
2882,Current,592.32,7/5/2009,6/19/2023,2882
2883,Savings,9418.38,3/6/2002,2/27/2023,2883
2884,Current,9603.61,4/18/2003,2/12/2023,2884
2885,Savings,3413.25,2/25/2009,6/9/2023,2885
2886,Current,1393.06,10/3/2013,6/7/2023,2886
2887,Current,1232,2/18/2016,8/23/2023,2887
2888,Current,8423.13,3/26/2009,12/5/2023,2888
